Name,Formula,Property,Value,Unit
Aluminium chloride,AlCl3,OtherCations,[[Boron trichloride]][[Gallium trichloride]][[Indium(III) chloride]][[Magnesium chloride]],
Aluminium chloride,AlCl3,OtherFunction_label,[[Lewis acid]]s,
Aluminium chloride,AlCl3,OtherFunction,[[Iron(III) chloride]][[Boron trifluoride]],
Aluminium fluoride,AlF3,InChI,1/Al.3FH/h;3*1H/q+3;;;/p-3,
Aluminium fluoride,AlF3,ChEBI_Ref,{{ebicite|correct|EBI}},
Aluminium fluoride,AlF3,ChEBI,49464,
Aluminium fluoride,AlF3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Aluminium fluoride,AlF3,StdInChI,1S/Al.3FH/h;3*1H/q+3;;;/p-3,
Aluminium fluoride,AlF3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Aluminium fluoride,AlF3,StdInChIKey,KLZUFWVZNOTSEM-UHFFFAOYSA-K,
Aluminium fluoride,AlF3,SMILES,F[Al](F)F,
Aluminium fluoride,AlF3,InChIKey,KLZUFWVZNOTSEM-DFZHHIFOAC,
Aluminium fluoride,AlF3,CASNo,7784-18-1,
Aluminium fluoride,AlF3,CASNo_Ref,{{cascite|correct|CAS}},
Aluminium fluoride,AlF3,CASNo1_Ref,{{cascite|correct|??}},
Aluminium fluoride,AlF3,CASNo1,32287-65-3,
Aluminium fluoride,AlF3,CASNo1_Comment,(monohydrate),
Aluminium fluoride,AlF3,CASNo2_Ref,{{cascite|correct|??}},
Aluminium fluoride,AlF3,CASNo2,15098-87-0,
Aluminium fluoride,AlF3,CASNo2_Comment,(trihydrate),
Aluminium fluoride,AlF3,PubChem,2124,
Aluminium fluoride,AlF3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Aluminium fluoride,AlF3,ChemSpiderID,2039,
Aluminium fluoride,AlF3,RTECS,BD0725000,
Aluminium fluoride,AlF3,MolarMass,83.9767,g/mol (anhydrous)  101.022 g/mol (monohydrate)  138.023 (trihydrate)
Aluminium fluoride,AlF3,Appearance,"white, crystalline solidodorless",
Aluminium fluoride,AlF3,Density,3.1,g/cm3 (anhydrous)  2.1 g/cm3 (monohydrate)  1.914 g/cm3 (trihydrate)
Aluminium fluoride,AlF3,Solubility,0.56,g/100 mL (0 °C)  0.67 g/100 mL (20 °C)  1.72 g/100 mL (100 °C)
Aluminium fluoride,AlF3,MeltingPtC,1291,
Aluminium fluoride,AlF3,MeltingPt_notes,(anhydrous) (sublimes),
Aluminium fluoride,AlF3,CrystalStruct,"[[Rhombohedral]], [[Pearson symbol|hR24]]",
Aluminium fluoride,AlF3,SpaceGroup,"R-3c, No. 167",
Aluminium fluoride,AlF3,EUClass,No classification according to EU Regulation (EC) No. 1272/2008.,
Aluminium fluoride,AlF3,NFPA-H,0,
Aluminium fluoride,AlF3,NFPA-F,0,
Aluminium fluoride,AlF3,NFPA-R,0,
Aluminium fluoride,AlF3,RPhrases,-,
Aluminium fluoride,AlF3,SPhrases,-,
Aluminium fluoride,AlF3,IDLH,N.D.,
Aluminium fluoride,AlF3,PEL,none,
Aluminium fluoride,AlF3,REL,2,mg/m3
Aluminium hydroxide,Al(OH)3,InChI,1/Al.3H2O/h;3*1H2/q+3;;;/p-3,
Aluminium hydroxide,Al(OH)3,InChIKey,WNROFYMDJYEPJX-DFZHHIFOAJ,
Aluminium hydroxide,Al(OH)3,CASNo,21645-51-2,
Aluminium hydroxide,Al(OH)3,CASNo_Ref,{{cascite|correct|CAS}},
Aluminium hydroxide,Al(OH)3,PubChem,10176082,
Aluminium hydroxide,Al(OH)3,ChemSpiderID,8351587,
Aluminium hydroxide,Al(OH)3,ChEMBL_Ref,{{ebicite|changed|EBI}},
Aluminium hydroxide,Al(OH)3,ChEMBL,1200706,
Aluminium hydroxide,Al(OH)3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Aluminium hydroxide,Al(OH)3,UNII_Ref,{{fdacite|correct|FDA}},
Aluminium hydroxide,Al(OH)3,UNII,5QB0T2IUN0,
Aluminium hydroxide,Al(OH)3,RTECS,BD0940000,
Aluminium hydroxide,Al(OH)3,ChEBI_Ref,{{ebicite|correct|EBI}},
Aluminium hydroxide,Al(OH)3,ChEBI,33130,
Aluminium hydroxide,Al(OH)3,SMILES,[OH-].[OH-].[OH-].[Al+3],
Aluminium hydroxide,Al(OH)3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Aluminium hydroxide,Al(OH)3,StdInChI,1S/Al.3H2O/h;3*1H2/q+3;;;/p-3,
Aluminium hydroxide,Al(OH)3,StdInChIKey_Ref,{{stdinchicite|changed|chemspider}},
Aluminium hydroxide,Al(OH)3,StdInChIKey,WNROFYMDJYEPJX-UHFFFAOYSA-K{{ATC|A02|AB02}} (algeldrate),
Aluminium hydroxide,Al(OH)3,MolarMass,78.00,g/mol
Aluminium hydroxide,Al(OH)3,Appearance,White [[amorphous]] powder,
Aluminium hydroxide,Al(OH)3,Density,2.42,"g/cm3, solid"
Aluminium hydroxide,Al(OH)3,Solubility,0.0001,g/100 mL (20&nbsp;°C)
Aluminium hydroxide,Al(OH)3,SolubleOther,"soluble in [[acid]]s, [[alkali]]s, [[hydrochloric acid|HCl]], [[sulfuric acid|H2SO4]]",
Aluminium hydroxide,Al(OH)3,SolubilityProduct,3×10−34,
Aluminium hydroxide,Al(OH)3,MeltingPtC,300,
Aluminium hydroxide,Al(OH)3,pKa,>7,
Aluminium hydroxide,Al(OH)3,DeltaHf,−1277&nbsp;kJ·mol−1,
Aluminium hydroxide,Al(OH)3,ATCCode_prefix,A02,
Aluminium hydroxide,Al(OH)3,ATCCode_suffix,AB01,
Aluminium hydroxide,Al(OH)3,EUClass,Irritant ('''I''') Xi,
Aluminium hydroxide,Al(OH)3,RPhrases,{{R36}} {{R37}} {{R38}},
Aluminium hydroxide,Al(OH)3,SPhrases,{{S26}} {{S36}},
Aluminium hydroxide,Al(OH)3,FlashPt,Non-flammable,
Aluminium hydroxide,Al(OH)3,NFPA-H,1,| NFPA-F = 0 | NFPA-R = 0
Aluminium hydroxide,Al(OH)3,ExternalSDS,[http://physchem.ox.ac.uk/MSDS/AL/aluminium_hydroxide.html External MSDS]  }},
Aluminium hydroxide,Al(OH)3,OtherAnions,None,
Aluminium hydroxide,Al(OH)3,OtherCompounds,"[[Sodium oxide]],[[aluminium oxide hydroxide]]",
Aluminium nitrate,Al(NO3)3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Aluminium nitrate,Al(NO3)3,ChemSpiderID,24267,
Aluminium nitrate,Al(NO3)3,InChI,1/Al.3NO3/c;3*2-1(3)4/q+3;3*-1,
Aluminium nitrate,Al(NO3)3,SMILES,[Al+3].O=[N+]([O-])[O-].[O-] [N+]([O-])=O.[O-] [N+]([O-])=O,
Aluminium nitrate,Al(NO3)3,InChIKey,JLDSOYXADOWAKB-UHFFFAOYAJ,
Aluminium nitrate,Al(NO3)3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Aluminium nitrate,Al(NO3)3,StdInChI,1S/Al.3NO3/c;3*2-1(3)4/q+3;3*-1,
Aluminium nitrate,Al(NO3)3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Aluminium nitrate,Al(NO3)3,StdInChIKey,JLDSOYXADOWAKB-UHFFFAOYSA-N,
Aluminium nitrate,Al(NO3)3,CASNo,13473-90-0,
Aluminium nitrate,Al(NO3)3,CASNo_Ref,{{cascite|correct|CAS}},
Aluminium nitrate,Al(NO3)3,CASNo2_Ref,{{cascite|changed|??}},
Aluminium nitrate,Al(NO3)3,CASNo2,7784-27-2,
Aluminium nitrate,Al(NO3)3,CASNo2_Comment,(nonahydrate),
Aluminium nitrate,Al(NO3)3,PubChem,26053,
Aluminium nitrate,Al(NO3)3,RTECS,1040000,(anhydrous)  BD1050000 (nonahydrate)
Aluminium nitrate,Al(NO3)3,MolarMass,212.996,g/mol (anhydrous)  375.134 g/mol (nonahydrate)
Aluminium nitrate,Al(NO3)3,Appearance,"White crystals, solid  [[hygroscopic]]",
Aluminium nitrate,Al(NO3)3,Odor,odorless,
Aluminium nitrate,Al(NO3)3,Density,1.72,g/cm3 (nonahydrate)
Aluminium nitrate,Al(NO3)3,Solubility,60.0,g/100ml (0°C)  73.9 g/100ml (20 °C)  160&nbsp;g/100ml (100 °C)  ''nonahydrate:''  67.3 g/100 mL
Aluminium nitrate,Al(NO3)3,Solubility1,14.45,g/100ml
Aluminium nitrate,Al(NO3)3,Solvent1,methanol,
Aluminium nitrate,Al(NO3)3,Solubility2,8.63,g/100ml
Aluminium nitrate,Al(NO3)3,Solvent2,ethanol,
Aluminium nitrate,Al(NO3)3,Solubility3,18.32,g/100ml
Aluminium nitrate,Al(NO3)3,Solvent3,ethylene glycol,
Aluminium nitrate,Al(NO3)3,MeltingPtC,66,
Aluminium nitrate,Al(NO3)3,MeltingPt_notes,(anhydrous)  {{convert|73.9|C|F K}} (nonahydrate),
Aluminium nitrate,Al(NO3)3,BoilingPtC,150,
Aluminium nitrate,Al(NO3)3,BoilingPt_notes,(nonahydrate) decomposes,
Aluminium nitrate,Al(NO3)3,RefractIndex,1.54,
Aluminium nitrate,Al(NO3)3,ExternalSDS,[http://physchem.ox.ac.uk/MSDS/AL/aluminium_nitrate_nonahydrate.html External MSDS],
Aluminium nitrate,Al(NO3)3,FlashPtC,35,
Aluminium nitrate,Al(NO3)3,FlashPt_notes,(nonahydrate),
Aluminium nitrate,Al(NO3)3,NFPA-H,0,| NFPA-F = 0 | NFPA-R = 3 | NFPA-S = OX
Aluminium nitrate,Al(NO3)3,LD50,4280,"mg/kg, oral (rat)"
Aluminium nitrate,Al(NO3)3,IDLH,N.D.,
Aluminium nitrate,Al(NO3)3,PEL,none,
Aluminium nitrate,Al(NO3)3,REL,2,mg/m3
Aluminium sulfide,Al2S3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Aluminium sulfide,Al2S3,ChemSpiderID,140154,
Aluminium sulfide,Al2S3,InChI,1/2Al.3S/q2*+3;3*-2,
Aluminium sulfide,Al2S3,InChIKey,COOGPNLGKIHLSK-UHFFFAOYAY,
Aluminium sulfide,Al2S3,SMILES,[Al+3].[Al+3].[S-2].[S-2].[S-2],
Aluminium sulfide,Al2S3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Aluminium sulfide,Al2S3,StdInChI,1S/2Al.3S/q2*+3;3*-2,
Aluminium sulfide,Al2S3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Aluminium sulfide,Al2S3,StdInChIKey,COOGPNLGKIHLSK-UHFFFAOYSA-N,
Aluminium sulfide,Al2S3,CASNo_Ref,{{cascite|changed|??}},
Aluminium sulfide,Al2S3,CASNo,1302-81-4,
Aluminium sulfide,Al2S3,PubChem,16684788,
Aluminium sulfide,Al2S3,MolarMass,150.158,g/mol
Aluminium sulfide,Al2S3,Appearance,gray solid,
Aluminium sulfide,Al2S3,Density,2.02,g/cm3
Aluminium sulfide,Al2S3,Solubility,decomposes,
Aluminium sulfide,Al2S3,SolubleOther,insoluble in [[acetone]],
Aluminium sulfide,Al2S3,MeltingPtC,1100,
Aluminium sulfide,Al2S3,BoilingPtC,1500,
Aluminium sulfide,Al2S3,BoilingPt_notes,sublimes,
Aluminium sulfide,Al2S3,CrystalStruct,trigonal,
Aluminium sulfide,Al2S3,DeltaHf,-724,kJ/mol
Aluminium sulfide,Al2S3,Entropy,116.9,J/mol K
Aluminium sulfide,Al2S3,HeatCapacity,105.1,J/mol K
Aluminium sulfide,Al2S3,EUClass,not listed,
Aluminium sulfide,Al2S3,NFPA-H,4,
Aluminium sulfide,Al2S3,NFPA-R,2,
Aluminium sulfide,Al2S3,NFPA-F,0,
Aluminium sulfide,Al2S3,ExternalSDS,[http://www.espi-metals.com/msds's/Aluminum%20Sulfide.htm MSDS],
Aluminium sulfate,Al2(SO4)3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Aluminium sulfate,Al2(SO4)3,ChemSpiderID,23233,
Aluminium sulfate,Al2(SO4)3,UNII_Ref,{{fdacite|correct|FDA}},
Aluminium sulfate,Al2(SO4)3,UNII,I7T908772F,
Aluminium sulfate,Al2(SO4)3,InChI,"1/2Al.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",
Aluminium sulfate,Al2(SO4)3,SMILES,[Al+3].[Al+3].[O-]S(=O)(=O)[O-].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,
Aluminium sulfate,Al2(SO4)3,InChIKey,DIZPMCHEQGEION-CYFPFDDLAS,
Aluminium sulfate,Al2(SO4)3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Aluminium sulfate,Al2(SO4)3,StdInChI,"1S/2Al.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",
Aluminium sulfate,Al2(SO4)3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Aluminium sulfate,Al2(SO4)3,StdInChIKey,DIZPMCHEQGEION-UHFFFAOYSA-H,
Aluminium sulfate,Al2(SO4)3,CASNo,10043-01-3,
Aluminium sulfate,Al2(SO4)3,CASNo_Ref,{{cascite|correct|CAS}},
Aluminium sulfate,Al2(SO4)3,CASNo2_Ref,{{cascite|changed|??}},
Aluminium sulfate,Al2(SO4)3,CASNo2,7784-31-8,
Aluminium sulfate,Al2(SO4)3,CASNo2_Comment,(octadecahydrate),
Aluminium sulfate,Al2(SO4)3,PubChem,24850,
Aluminium sulfate,Al2(SO4)3,EINECS,233-135-0,
Aluminium sulfate,Al2(SO4)3,RTECS,BD1700000,
Aluminium sulfate,Al2(SO4)3,MolarMass,342.15,g/mol (anhydrous)  666.42 g/mol (octadecahydrate)
Aluminium sulfate,Al2(SO4)3,Appearance,white crystalline solid  hygroscopic,
Aluminium sulfate,Al2(SO4)3,Density,2.672,g/cm3 (anhydrous)   1.62 g/cm3 (octadecahydrate)
Aluminium sulfate,Al2(SO4)3,Solubility,31.2,g/100 mL (0&nbsp;°C)  36.4 g/100 mL (20&nbsp;°C)  89.0 g/100 mL (100&nbsp;°C)
Aluminium sulfate,Al2(SO4)3,SolubleOther,"slightly soluble in [[alcohol]], dilute mineral [[acid]]s",
Aluminium sulfate,Al2(SO4)3,MeltingPtC,770,
Aluminium sulfate,Al2(SO4)3,MeltingPt_notes,"(decomposes, anhydrous)  86.5&nbsp;°C ([[octadecahydrate]])",
Aluminium sulfate,Al2(SO4)3,pKa,3.3-3.6,
Aluminium sulfate,Al2(SO4)3,RefractIndex,1.47,
Aluminium sulfate,Al2(SO4)3,CrystalStruct,[[monoclinic]] (hydrate),
Aluminium sulfate,Al2(SO4)3,DeltaHf,-3440,kJ/mol
Aluminium sulfate,Al2(SO4)3,NFPA-H,1,
Aluminium sulfate,Al2(SO4)3,NFPA-F,0,
Aluminium sulfate,Al2(SO4)3,NFPA-R,0,
Aluminium sulfate,Al2(SO4)3,IDLH,N.D.,
Aluminium sulfate,Al2(SO4)3,PEL,none,
Aluminium sulfate,Al2(SO4)3,REL,2,mg/m3
Aluminium sulfate,Al2(SO4)3,OtherCations,[[Gallium sulfate]][[Magnesium sulfate]],
Aluminium sulfate,Al2(SO4)3,OtherCompounds,''See'' [[Alum]],
Ammonia,NH3,InChI,1/H3N/h1H3,
Ammonia,NH3,InChIKey,QGZKDVFQNNGYKY-UHFFFAOYAF,
Ammonia,NH3,CASNo,7664-41-7,
Ammonia,NH3,CASNo_Ref,{{cascite|correct|CAS}},
Ammonia,NH3,PubChem,222,
Ammonia,NH3,ChEMBL_Ref,{{ebicite|correct|EBI}},
Ammonia,NH3,ChEMBL,1160819,
Ammonia,NH3,ChemSpiderID,217,
Ammonia,NH3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Ammonia,NH3,UNII,5138Q19F1X,
Ammonia,NH3,UNII_Ref,{{fdacite|correct|FDA}},
Ammonia,NH3,EINECS,231-635-3,
Ammonia,NH3,UNNumber,1005,
Ammonia,NH3,KEGG,D02916,
Ammonia,NH3,KEGG_Ref,{{keggcite|correct|kegg}},
Ammonia,NH3,MeSHName,Ammonia,
Ammonia,NH3,ChEBI_Ref,{{ebicite|correct|EBI}},
Ammonia,NH3,ChEBI,16134,
Ammonia,NH3,RTECS,BO0875000,
Ammonia,NH3,SMILES,N,
Ammonia,NH3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Ammonia,NH3,StdInChI,1S/H3N/h1H3,
Ammonia,NH3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Ammonia,NH3,StdInChIKey,QGZKDVFQNNGYKY-UHFFFAOYSA-N,
Ammonia,NH3,Beilstein,3587154,
Ammonia,NH3,Gmelin,79,
Ammonia,NH3,3DMet,B00004}},
Ammonia,NH3,MolarMass,17.031,g/mol
Ammonia,NH3,Appearance,Colourless gas,
Ammonia,NH3,Odour,strong pungent odour,
Ammonia,NH3,Density,3,(1.013 bar at boiling point) 0.769 &nbsp;kg/m3 (STP) 0.73&nbsp;kg/m3 (1.013 bar at 15&nbsp;°C) 681.9&nbsp;kg/m3 at −33.3&nbsp;°C (liquid) 817&nbsp;kg/m3 at −80&nbsp;°C (transparent solid)
Ammonia,NH3,MeltingPtC,−77.73,
Ammonia,NH3,BoilingPtC,−33.34,
Ammonia,NH3,Solubility,47% w/w (0&nbsp;°C)31% w/w (25&nbsp;°C)18% w/w (50&nbsp;°C),
Ammonia,NH3,SolubleOther,"soluble in [[chloroform]], [[ether]], [[ethanol]], [[methanol]]",
Ammonia,NH3,pKa,32.5,"(−33&nbsp;°C), 10.5 (DMSO)"
Ammonia,NH3,pKb,4.75,
Ammonia,NH3,RefractIndex,1.3327,
Ammonia,NH3,Viscosity,0.276,cP (&minus;40 °C)
Ammonia,NH3,VaporPressure,8573,h Pa
Ammonia,NH3,MolShape,[[Trigonal pyramid (chemistry)|Trigonal pyramid]],
Ammonia,NH3,Dipole,1.42,[[Debye|D]]
Ammonia,NH3,PointGroup,C3v,
Ammonia,NH3,DeltaHf,−46&nbsp;kJ·mol−1,
Ammonia,NH3,Entropy,193&nbsp;J·mol−1·K−1,
Ammonia,NH3,GHSPictograms,{{GHSp|GHS04}}{{GHSp|GHS05}}{{GHSp|GHS06}}{{GHSp|GHS09}},
Ammonia,NH3,HPhrases,{{H-phrases|221|280|314|331|400}},
Ammonia,NH3,PEL,50,ppm (25 ppm [[ACGIH]]- TLV; 35 ppm [[STEL]])
Ammonia,NH3,LD50,0.015,"mL/kg (human, oral)"
Ammonia,NH3,REL,25,ppm (18 mg/m3) ST 35 ppm (27 mg/m3)
Ammonia,NH3,IDLH,300,ppm
Ammonia,NH3,LC50,300,"ppm (rat, 10 min)28595 ppm (rat, 20 min)20300 ppm (rat, 40 min)11590 ppm (rat, 1 hr)7338 ppm (rat, 1 hr)4837 ppm (mouse, 1 hr)9859 ppm (rabbit, 1 hr)9859 ppm (cat, 1 hr)2000 ppm (rat, 4 hr)4230 ppm (mouse, 1 hr)"
Ammonia,NH3,LCLo,5000,"ppm (mammal, 5 min)5000 ppm (human, 5 min)"
Ammonia,NH3,OtherCations,[[Phosphine]][[Arsine]][[Stibine]],
Ammonia,NH3,OtherFunction,[[Hydrazine]][[Hydrazoic acid]],
Ammonia,NH3,OtherFunction_label,nitrogen hydrides,
Ammonia,NH3,OtherCompounds,[[Ammonium hydroxide]],
Ammonium azide,"NH4N3, NH3.HN3",MolarMass,60.059&nbsp;g/mol,
Ammonium azide,"NH4N3, NH3.HN3",Appearance,White crystalline solid,
Ammonium azide,"NH4N3, NH3.HN3",Odor,Odorless,
Ammonium azide,"NH4N3, NH3.HN3",Density,1.3459&nbsp;g/cm3,
Ammonium azide,"NH4N3, NH3.HN3",MeltingPtC,160,
Ammonium azide,"NH4N3, NH3.HN3",BoilingPtC,400,
Ammonium azide,"NH4N3, NH3.HN3",BoilingPt_notes,(decomposes),
Ammonium azide,"NH4N3, NH3.HN3",CrystalStruct,rhombic,
Ammonium azide,"NH4N3, NH3.HN3",MainHazards,"Very toxic, explosive",
Ammonium azide,"NH4N3, NH3.HN3",OtherAnions,[[Ammonium nitrate]][[Ammonium cyanide]],
Ammonium azide,"NH4N3, NH3.HN3",OtherCations,[[Sodium azide]][[Potassium azide]],
Ammonium bicarbonate,NH4HCO3,UNII_Ref,{{fdacite|correct|FDA}},
Ammonium bicarbonate,NH4HCO3,UNII,45JP4345C9,
Ammonium bicarbonate,NH4HCO3,InChI,"1/CH2O3.H3N/c2-1(3)4;/h(H2,2,3,4);1H3",
Ammonium bicarbonate,NH4HCO3,SMILES,[O-]C(=O)O.[NH4+],
Ammonium bicarbonate,NH4HCO3,InChIKey,ATRRKUHOCOJYRX-UHFFFAOYAW,
Ammonium bicarbonate,NH4HCO3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Ammonium bicarbonate,NH4HCO3,StdInChI,"1S/CH2O3.H3N/c2-1(3)4;/h(H2,2,3,4);1H3",
Ammonium bicarbonate,NH4HCO3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Ammonium bicarbonate,NH4HCO3,StdInChIKey,ATRRKUHOCOJYRX-UHFFFAOYSA-N,
Ammonium bicarbonate,NH4HCO3,CASNo,1066-33-7,
Ammonium bicarbonate,NH4HCO3,CASNo_Ref,{{cascite|correct|CAS}},
Ammonium bicarbonate,NH4HCO3,RTECS,BO8600000,
Ammonium bicarbonate,NH4HCO3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Ammonium bicarbonate,NH4HCO3,ChemSpiderID,13395,
Ammonium bicarbonate,NH4HCO3,MolarMass,79.056,g/mol
Ammonium bicarbonate,NH4HCO3,Solubility,11.9,g/100 mL (0 °C)  21.6 g/100 mL (20 °C)  36.6 g/100 mL (40 °C)
Ammonium bicarbonate,NH4HCO3,SolubleOther,insoluble in [[methanol]],
Ammonium bicarbonate,NH4HCO3,Density,1.586,g/cm3
Ammonium bicarbonate,NH4HCO3,MeltingPtC,41.9,
Ammonium bicarbonate,NH4HCO3,MeltingPt_notes,decomposes,
Ammonium bicarbonate,NH4HCO3,GHSPictograms,{{GHSp|GHS07}},
Ammonium bicarbonate,NH4HCO3,HPhrases,{{H-phrases|302}},
Ammonium bicarbonate,NH4HCO3,PPhrases,none,
Ammonium bicarbonate,NH4HCO3,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics1333.htm ICSC 1333],
Ammonium bicarbonate,NH4HCO3,MainHazards,Decomposes to release [[ammonia]],
Ammonium bicarbonate,NH4HCO3,NFPA-H,2,
Ammonium bicarbonate,NH4HCO3,NFPA-F,0,
Ammonium bicarbonate,NH4HCO3,NFPA-R,0,
Ammonium bicarbonate,NH4HCO3,FlashPt,Non-flammable,
Ammonium bicarbonate,NH4HCO3,OtherAnions,[[Ammonium carbonate]],
Ammonium bicarbonate,NH4HCO3,OtherCations,[[Sodium bicarbonate]][[Potassium bicarbonate]],
Ammonium chromate,(NH4)2CrO4,CASNo,7788-98-9,
Ammonium chromate,(NH4)2CrO4,ChemSpiderID,22997,
Ammonium chromate,(NH4)2CrO4,SMILES,}},
Ammonium chromate,(NH4)2CrO4,MolarMass,152.07,g/mol
Ammonium chromate,(NH4)2CrO4,Appearance,yellow crystals,
Ammonium chromate,(NH4)2CrO4,Density,1.90,g/ml
Ammonium chromate,(NH4)2CrO4,MeltingPtC,185,
Ammonium chromate,(NH4)2CrO4,MeltingPt_notes,decomposes,
Ammonium chromate,(NH4)2CrO4,Solubility,24.8,g/100ml (0 °C) 37.36 g/100ml (25 °C)
Ammonium chromate,(NH4)2CrO4,Entropy,657,J/K·mol
Ammonium chromate,(NH4)2CrO4,DeltaHf,-1163,kJ/mol
Ammonium chromate,(NH4)2CrO4,MainHazards,Toxic,
Ammonium chromate,(NH4)2CrO4,GHSPictograms,{{GHSp|GHS03}}{{GHSp|GHS05}}{{GHSp|GHS08}}{{GHSp|GHS09}},
Ammonium chromate,(NH4)2CrO4,GHSSignalWord,Danger,
Ammonium chromate,(NH4)2CrO4,RPhrases,"{{R8}}, {{R34}}, {{R43}}, {{R49}}, {{R50/53}}",
Ammonium chromate,(NH4)2CrO4,SPhrases,"{{S17}}, {{S26}}, {{S36/37/39}}, {{S45}}, {{S53}}, {{S60}}, {{S61}}",
Ammonium chromate,(NH4)2CrO4,HPhrases,{{H-phrases|272|314|334|350|400}},
Ammonium chromate,(NH4)2CrO4,PPhrases,{{P-phrases|201|220|261|273|280|305+351+338}},
Ammonium chromate,(NH4)2CrO4,EUClass,{{Hazchem O}} {{Hazchem T}} {{Hazchem N}},
Ammonium chromate,(NH4)2CrO4,AutoignitionPt,}},
Ammonium chloride,N=1 | H=4 | Cl=1,UNII_Ref,{{fdacite|correct|FDA}},
Ammonium chloride,N=1 | H=4 | Cl=1,UNII,01Q9PC255D,
Ammonium chloride,N=1 | H=4 | Cl=1,KEGG_Ref,{{keggcite|correct|kegg}},
Ammonium chloride,N=1 | H=4 | Cl=1,KEGG,D01139,
Ammonium chloride,N=1 | H=4 | Cl=1,InChI,1/ClH.H3N/h1H;1H3,
Ammonium chloride,N=1 | H=4 | Cl=1,ChEBI_Ref,{{ebicite|correct|EBI}},
Ammonium chloride,N=1 | H=4 | Cl=1,ChEBI,31206,
Ammonium chloride,N=1 | H=4 | Cl=1,SMILES,[Cl-].[NH4+],
Ammonium chloride,N=1 | H=4 | Cl=1,InChIKey,NLXLAEXVIDQMFP-UHFFFAOYAI,
Ammonium chloride,N=1 | H=4 | Cl=1,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Ammonium chloride,N=1 | H=4 | Cl=1,StdInChI,1S/ClH.H3N/h1H;1H3,
Ammonium chloride,N=1 | H=4 | Cl=1,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Ammonium chloride,N=1 | H=4 | Cl=1,StdInChIKey,NLXLAEXVIDQMFP-UHFFFAOYSA-N,
Ammonium chloride,N=1 | H=4 | Cl=1,CASNo,12125-02-9,
Ammonium chloride,N=1 | H=4 | Cl=1,CASNo_Ref,{{cascite|correct|CAS}},
Ammonium chloride,N=1 | H=4 | Cl=1,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Ammonium chloride,N=1 | H=4 | Cl=1,ChemSpiderID,23807,
Ammonium chloride,N=1 | H=4 | Cl=1,RTECS,BP4550000,
Ammonium chloride,N=1 | H=4 | Cl=1,EINECS,235-186-4,
Ammonium chloride,N=1 | H=4 | Cl=1,Appearance,"White solid, [[hygroscopic]]",
Ammonium chloride,N=1 | H=4 | Cl=1,Odor,Odorless,
Ammonium chloride,N=1 | H=4 | Cl=1,Density,1.5274,g/cm3
Ammonium chloride,N=1 | H=4 | Cl=1,MeltingPtC,338,
Ammonium chloride,N=1 | H=4 | Cl=1,MeltingPt_notes,"decomposes, sublimes",
Ammonium chloride,N=1 | H=4 | Cl=1,SublimationConditions,Sublimes at 337.6&nbsp;°C,
Ammonium chloride,N=1 | H=4 | Cl=1,Solubility1,3.2,g/100 g (17 °C) 3.35 g/100 g (19 °C) 3.54 g/100 g (25 °C)
Ammonium chloride,N=1 | H=4 | Cl=1,Solvent1,methanol,
Ammonium chloride,N=1 | H=4 | Cl=1,Solubility2,6,g/L (19 °C)
Ammonium chloride,N=1 | H=4 | Cl=1,DeltaHf,314.43,kJ/mol
Ammonium chloride,N=1 | H=4 | Cl=1,Entropy,94.56,J/mol·K
Ammonium chloride,N=1 | H=4 | Cl=1,DeltaGf,202.97,kJ/mol
Ammonium chloride,N=1 | H=4 | Cl=1,HeatCapacity,84.1,J/mol·K
Ammonium chloride,N=1 | H=4 | Cl=1,ATCCode_prefix,B05,
